city,date,fare,ride_id
Williamshire,2016-11-15 02:03:13,26.79,6861635672246
New Christine,2016-03-01 06:47:21,35.53,0810508508188
Smithhaven,2016-01-11 05:46:34,21.67,2622959093216
Port Samantha,2016-08-07 07:06:42,40.96,1475835735349
New Aaron,2016-10-11 02:49:17,13.03,6751552391576
Nguyenbury,2016-08-07 23:33:46,32.21,3306944846771
Sarabury,2016-08-14 19:56:59,7.83,4979570237054
Swansonbury,2016-11-22 10:34:09,33.17,4966554636637
Kelseyland,2016-01-25 08:47:09,9.29,0213692794373
West Dawnfurt,2016-03-30 02:38:55,43.05,8265937444583
Swansonbury,2016-10-09 04:32:33,42.58,0494544036029
Port Samantha,2016-06-15 20:23:39,29.34,7026936414899
Lake Stevenbury,2016-03-11 00:39:53,17.65,5215103205817
Carrollfort,2016-01-13 00:26:03,44.75,0516842542795
New Maryport,2016-09-13 09:09:38,40.93,4388904712547
Swansonbury,2016-09-10 13:14:30,28.62,4568965434125
Nguyenbury,2016-09-20 10:38:34,42.5,8781676059272
East Erin,2016-09-28 07:41:35,33.5,0824912536965
Alyssaberg,2016-07-21 13:43:26,18.02,5824050806642
West Peter,2016-08-01 23:45:37,19.16,2871298258217
Alvarezhaven,2016-05-26 11:36:48,39.28,8878745717970
Travisville,2016-08-06 13:51:35,9.49,0354900510092
Stewartview,2016-04-08 09:00:30,17.49,2596893152844
Wiseborough,2016-04-16 02:07:17,20.76,0524254681858
Zimmermanmouth,2016-08-09 04:35:39,26.63,2326214075695
Spencertown,2016-01-05 03:19:07,34.86,6293710331593
West Brittanyton,2016-08-09 07:46:09,19.17,5490192891862
Torresshire,2016-03-10 09:11:07,16.7,2989848047294
Wiseborough,2016-02-20 05:53:20,43.92,7954163272527
Travisville,2016-10-11 01:02:18,43.96,1077877764402
Kimberlychester,2016-07-26 01:07:55,30.08,0831715129317
Russellport,2016-01-04 08:24:03,26.01,1076650346019
Lake Stevenbury,2016-08-24 13:41:42,20.71,5035969778276
South Josephville,2016-08-31 04:27:36,32.65,2481086332724
Jacobfort,2016-01-05 15:34:29,7.75,0025236397335
New David,2016-11-28 00:01:07,25.8,6932297932969
New Aaron,2016-01-02 17:29:31,16.77,8109149518178
Antoniomouth,2016-11-04 11:06:57,14.44,9933475830678
Davistown,2016-04-29 11:46:32,8.47,5947763796656
West Brandy,2016-11-10 17:40:44,10.13,6874797226851
Port Johnstad,2016-02-25 07:35:16,9.95,5086886868724
Rodriguezburgh,2016-07-16 10:59:02,21.65,8523432027817
Aprilchester,2016-08-06 07:30:30,14.91,3702913189953
Port Josephfurt,2016-05-02 20:00:53,27.3,2511901605563
Mooreview,2016-08-05 13:20:34,38.45,5756427677138
Nguyenbury,2016-02-28 06:07:06,8.41,8576716154877
Lake Sarashire,2016-10-28 01:03:43,38.64,0064134810300
West Brandy,2016-01-18 08:05:44,40.96,3840672140850
Smithhaven,2016-01-12 08:42:47,25.23,9738905070897
Zimmermanmouth,2016-08-12 02:53:03,34.84,7176327056501
South Josephville,2016-03-13 06:50:49,19.84,0708587085815
Port Josephfurt,2016-09-13 21:50:10,38.27,1422530958740
Maryside,2016-01-14 17:40:32,21.34,6990585368159
Sarabury,2016-01-06 03:02:55,5.19,9988466326333
Port Johnstad,2016-10-02 02:55:07,39.86,1209365971911
West Alexis,2016-03-29 01:34:15,11.32,2572182730665
Carrollfort,2016-07-03 15:44:47,23.26,5798723306602
Edwardsbury,2016-04-06 19:40:28,15.86,1170319106003
East Erin,2016-09-27 18:13:28,28.95,1382118766740
New Jeffrey,2016-09-18 19:55:58,7.43,4288021026421
Fosterside,2016-05-11 13:59:15,7.65,6726247721921
Kellershire,2016-11-26 22:37:22,42.37,9958906449731
Lake Jeffreyland,2016-10-31 15:51:43,40.59,1094110108793
Lisaville,2016-06-26 14:09:49,15.81,9434684069984
Davidtown,2016-11-10 07:19:59,11.83,0995827554372
West Brandy,2016-06-08 20:12:21,38.93,3007405132524
Davistown,2016-06-04 18:13:43,35.48,9636549658771
Alyssaberg,2016-12-02 10:56:42,37.05,3627723916356
Nguyenbury,2016-09-06 15:59:19,30.56,2565292468986
West Peter,2016-05-21 04:03:05,37.04,2675730921970
Smithhaven,2016-04-22 21:43:04,8.23,3767217579879
Lisaville,2016-08-31 20:52:29,6.29,7549681376354
Port Josephfurt,2016-05-13 07:55:02,39.76,5255089834427
Pamelahaven,2016-02-26 20:48:41,26.0,0034209065249
Lake Stevenbury,2016-01-28 02:04:06,27.07,0744434155140
Yolandafurt,2016-10-15 09:08:27,32.99,7248809199355
Sarabury,2016-03-29 15:47:35,17.0,3574423871181
Kelseyland,2016-11-10 01:57:14,20.58,3395682132130
Davidtown,2016-05-29 18:55:43,34.22,5087993017364
East Erin,2016-08-08 19:41:56,39.79,2029581209877
New Jeffrey,2016-06-24 16:08:05,23.68,7970907541780
Swansonbury,2016-03-13 18:09:40,26.65,5538871696756
Eriktown,2016-12-04 23:09:34,33.27,0330724604506
Alvarezhaven,2016-01-28 23:53:55,9.87,2747592323442
West Alexis,2016-09-23 03:55:26,18.48,7050816339217
Vickimouth,2016-01-07 00:07:45,5.21,0211545952819
Prattfurt,2016-06-14 04:07:14,13.85,7018475249292
West Sydneyhaven,2016-01-21 08:13:58,33.69,2507812110449
New Jeffrey,2016-02-08 07:15:56,22.33,7579778428567
Lisatown,2016-04-20 10:10:02,11.93,8948256992040
Edwardsbury,2016-03-13 18:42:15,41.07,1904105324025
South Josephville,2016-10-27 02:16:53,14.83,1018467893119
New Christine,2016-05-11 04:37:45,44.62,1328358663685
West Dawnfurt,2016-05-16 19:34:14,31.5,3259829057000
Port Josephfurt,2016-10-28 19:37:25,33.67,2119049783466
Mooreview,2016-11-16 17:08:21,14.13,8086055417446
Alvarezhaven,2016-04-25 08:50:08,31.82,7948246793429
Kellershire,2016-09-25 09:29:08,42.9,9953947964786
Yolandafurt,2016-09-24 14:53:44,21.25,7996695327849
Davidtown,2016-02-03 18:31:45,22.05,8245123382592
Port Samantha,2016-06-25 01:09:27,8.82,0616716066195
Stewartview,2016-04-12 13:56:36,28.57,3732939945486
Arnoldview,2016-11-20 02:14:10,19.44,8434323243417
Zimmermanmouth,2016-05-11 17:45:05,37.04,9089069809060
South Bryanstad,2016-06-29 06:05:40,32.39,1641151679876
West Dawnfurt,2016-05-25 21:32:28,14.57,6635427151024
Stewartview,2016-05-20 05:27:00,41.88,6121217268138
Lisaville,2016-01-13 01:46:08,5.74,4968792013041
Pamelahaven,2016-04-28 13:58:58,17.43,0091221495577
New David,2016-08-20 16:26:09,42.89,3268654349884
Kimberlychester,2016-05-27 14:10:33,12.66,8005550659618
Edwardsbury,2016-01-04 06:07:13,19.65,9010800669247
New Andreamouth,2016-04-22 22:08:42,22.91,6084763532804
Yolandafurt,2016-04-27 10:08:30,41.96,0963387807320
West Jefferyfurt,2016-03-26 03:21:21,10.72,0345708215869
Smithhaven,2016-01-21 16:45:26,36.41,1859038778844
West Jefferyfurt,2016-11-14 17:44:02,41.78,1116514588367
Arnoldview,2016-08-15 04:42:36,9.53,2874805015778
Alvarezhaven,2016-09-16 14:36:24,20.61,8307812366044
Lake Sarashire,2016-08-01 09:48:56,25.32,1733794141848
South Louis,2016-04-02 17:00:18,34.7,4423726745028
Port Johnstad,2016-01-20 15:00:10,9.6,2857287921157
Sandymouth,2016-07-09 10:53:26,12.89,8169883635876
West Brandy,2016-10-31 13:28:32,24.86,0379927731381
South Louis,2016-05-02 20:58:10,40.86,2111792144358
Yolandafurt,2016-07-30 10:52:51,17.1,9314685389826
Yolandafurt,2016-02-25 06:52:45,26.78,7824370473607
Lisaville,2016-01-03 06:26:04,44.07,7747426000940
South Roy,2016-08-25 03:24:08,40.56,7587703462098
West Sydneyhaven,2016-02-29 06:49:40,30.76,0945054057245
South Louis,2016-06-06 09:51:40,6.18,3869513235715
Davidtown,2016-09-25 08:12:02,8.7,4896615666948
Yolandafurt,2016-09-08 11:16:27,12.06,6618019082951
Jacobfort,2016-06-21 12:12:40,32.99,0696966852168
Davistown,2016-06-14 16:04:39,36.5,3851995738457
Port Martinberg,2016-12-04 14:51:22,14.4,0195338424281
West Alexis,2016-10-16 10:50:07,9.6,7825742786073
West Peter,2016-03-29 14:07:57,41.34,6031578076399
New Maryport,2016-05-11 05:20:56,43.67,7727204447969
Port Martinberg,2016-11-09 13:16:11,33.52,5305195378930
Kimberlychester,2016-10-21 03:27:02,32.16,8270704095592
Zimmermanmouth,2016-01-28 01:13:34,43.51,2489772698062
West Jefferyfurt,2016-12-01 03:23:44,28.03,6676941423419
Port Martinberg,2016-11-27 01:04:02,6.84,5036584805118
South Josephville,2016-01-24 20:32:14,19.48,6038544816218
Lake Stevenbury,2016-01-09 17:18:00,37.12,3349858715566
Maryside,2016-07-12 09:31:03,34.72,9083537149214
Russellport,2016-04-15 08:21:04,6.96,1688310688195
Lake Jeffreyland,2016-02-28 17:11:50,27.52,5777496818598
South Josephville,2016-07-09 19:50:43,23.29,8929699807863
Fosterside,2016-06-01 06:32:00,6.54,9742864545389
West Jefferyfurt,2016-03-27 10:42:34,13.39,1434296698914
New Jeffrey,2016-04-04 20:56:24,32.9,1582414721140
Yolandafurt,2016-10-04 02:52:21,10.59,6498067579661
Antoniomouth,2016-04-18 21:10:45,18.17,0510014475164
Williamshire,2016-09-07 19:44:25,21.39,2680824104696
Alvarezhaven,2016-03-16 22:24:17,31.08,7413831046469
Alvarezhaven,2016-01-20 06:52:53,42.41,7825539032352
Torresshire,2016-03-30 11:21:27,43.16,4446758097767
Lisaville,2016-07-26 00:46:08,35.74,2320857247501
Lisaville,2016-02-09 11:33:11,15.65,5340143720324
Carrollfort,2016-11-22 11:14:50,39.24,1918504449821
West Dawnfurt,2016-09-01 12:26:23,31.07,5268573991933
Pamelahaven,2016-08-24 03:25:57,5.75,9465025576878
South Bryanstad,2016-09-27 22:34:04,33.54,4065652446282
Wiseborough,2016-02-19 08:39:36,33.78,7193050849941
West Peter,2016-10-15 14:24:10,33.98,7422359599463
Lisaville,2016-01-23 11:09:46,9.35,7851351742636
Edwardsbury,2016-05-20 12:21:35,31.62,9782652786860
Yolandafurt,2016-03-22 22:33:54,43.36,0640429833249
South Louis,2016-05-23 10:05:09,27.25,8863107298600
Port Martinberg,2016-11-18 11:20:35,11.98,8135395149347
Stewartview,2016-11-25 09:06:55,18.7,9764269992681
South Roy,2016-10-31 21:45:38,28.07,9946481960987
Nguyenbury,2016-07-16 16:37:52,26.6,5120625496769
Lake Stevenbury,2016-03-24 11:58:42,6.36,1628208887156
Port Samantha,2016-07-24 02:02:30,43.19,9831551133234
Williamshire,2016-04-26 16:22:57,20.7,7183880039452
New Christine,2016-04-26 04:02:21,20.22,1666833205730
Kelseyland,2016-08-15 11:55:02,27.45,8456148871668
Davistown,2016-09-19 09:09:36,35.84,0498986066415
Aprilchester,2016-02-20 15:43:00,15.39,5479461790907
West Brittanyton,2016-04-05 08:31:48,41.3,7698837643298
South Bryanstad,2016-06-05 05:07:18,14.5,5646428260494
West Brittanyton,2016-01-18 02:50:16,31.07,7276344306556
Sarabury,2016-11-20 11:44:23,28.47,3793266633941
Port Johnstad,2016-01-09 16:42:29,21.06,6439049152311
Lake Jennaton,2016-09-22 13:51:33,21.59,6626084609393
Port Martinberg,2016-02-16 21:14:38,25.83,2238004717640
Aprilchester,2016-06-03 06:18:15,36.62,5991114500300
Vickimouth,2016-08-17 03:09:41,22.06,4533733678162
New Jeffrey,2016-08-09 04:33:27,23.89,3796137221063
East Douglas,2016-04-20 22:39:41,29.35,3953010484339
South Louis,2016-01-02 10:08:38,31.02,6841755994046
Edwardsbury,2016-03-21 19:04:35,41.75,8928983554728
Kellershire,2016-03-13 00:52:20,10.91,1080228253975
Arnoldview,2016-08-17 11:57:26,21.78,6042684315869
New Christine,2016-07-10 23:25:52,32.66,5930334244342
Kimberlychester,2016-04-21 12:07:52,5.72,5635174551000
Carrollfort,2016-03-22 07:16:00,18.82,1390571366339
Nguyenbury,2016-01-20 07:53:17,25.89,2805130709001
Williamshire,2016-02-20 20:54:00,27.82,4346273607628
Spencertown,2016-02-02 16:49:37,5.85,3835492237132
Lisatown,2016-11-16 03:43:06,10.47,6840814195967
Russellport,2016-02-18 02:09:30,34.36,0125959722329
Stewartview,2016-01-29 19:50:01,4.44,2111948561336
Lake Jeffreyland,2016-03-20 23:46:18,22.63,8435711610064
Edwardsbury,2016-07-03 16:57:42,25.52,5662887049999
Alvarezhaven,2016-06-25 22:46:06,24.16,9047320468692
Edwardsbury,2016-04-11 12:58:57,29.82,5969442702277
New Andreamouth,2016-09-13 22:56:38,11.52,1526853307336
Lisaville,2016-09-16 18:53:14,23.31,2357518244883
Jacobfort,2016-10-04 03:20:40,26.17,6424356637958
Arnoldview,2016-01-11 09:47:35,43.75,4486913785818
Wiseborough,2016-03-27 06:05:57,32.29,9245768795961
Edwardsbury,2016-07-30 03:55:26,25.37,9229857361022
New Andreamouth,2016-06-18 20:26:50,25.75,7119748158669
Zimmermanmouth,2016-11-28 22:05:03,41.58,7488861145000
Yolandafurt,2016-06-22 03:24:09,20.53,4144095861361
East Erin,2016-11-17 19:02:33,33.87,7492395386099
Arnoldview,2016-02-08 22:37:50,22.88,2425981495498
West Oscar,2016-02-14 14:25:42,20.63,4864021431832
Kellershire,2016-08-09 08:37:55,4.56,3426904667687
Maryside,2016-10-08 05:03:01,35.67,9889233183299
Spencertown,2016-06-24 02:33:35,27.18,5097000600311
New Aaron,2016-03-23 01:00:16,33.34,4210683674924
Lake Jeffreyland,2016-02-03 04:42:23,12.68,1951555798296
Stewartview,2016-06-09 15:27:35,31.44,2080891383237
Sandymouth,2016-01-06 13:48:59,20.21,1266325094530
Smithhaven,2016-10-12 05:55:43,4.57,8478436402439
Swansonbury,2016-05-04 10:19:51,19.84,2166154511743
Kellershire,2016-01-12 06:57:04,35.44,5619368564571
West Brandy,2016-01-14 21:11:25,31.44,6181673578158
Mooreview,2016-08-21 06:14:51,31.1,6946673470044
West Alexis,2016-05-08 02:47:51,26.93,1033521084432
Prattfurt,2016-02-25 15:22:10,36.71,3934070360788
Alvarezhaven,2016-06-21 09:57:52,20.88,9456788060940
Mooreview,2016-08-12 03:05:38,44.84,0237385549231
Torresshire,2016-01-31 15:24:58,25.62,6882158947802
Prattfurt,2016-07-30 21:39:19,4.43,8197308953793
New Christine,2016-06-11 05:38:18,17.3,1668251990649
Kimberlychester,2016-01-31 21:22:02,38.32,7753333264986
New Christine,2016-08-07 00:57:04,20.9,7681603470594
Pearsonberg,2016-01-13 04:51:59,16.25,1745516848072
Kimberlychester,2016-11-10 18:49:32,10.61,3443373009022
Mooreview,2016-03-26 08:26:51,14.01,0216711817657
Sandymouth,2016-08-03 04:30:26,8.22,2541218396175
Davistown,2016-01-16 10:44:47,5.12,4867593172554
Swansonbury,2016-05-29 03:08:55,10.8,0853607208771
South Josephville,2016-05-29 19:55:14,44.23,8118464956442
Mooreview,2016-10-08 14:34:37,30.29,9874999005114
Sarabury,2016-07-17 20:41:06,17.79,9661023488490
Stewartview,2016-06-11 14:17:52,19.07,4918593974287
East Erin,2016-02-10 08:43:40,19.01,9751101791960
New Christine,2016-07-23 19:47:04,23.21,4121336530941
Carrollfort,2016-02-27 18:37:01,44.51,9349742559850
New David,2016-08-09 11:20:33,44.44,6236880541676
Wiseborough,2016-04-28 16:54:26,41.3,3103317541017
Swansonbury,2016-01-30 08:13:27,21.1,7103823304522
Zimmermanmouth,2016-04-22 07:47:47,26.23,6060050374869
Antoniomouth,2016-10-25 15:12:11,40.92,5147022350340
Antoniomouth,2016-04-28 12:43:39,11.39,6095509937845
Stewartview,2016-11-21 23:28:29,29.28,2584021940906
West Oscar,2016-06-24 16:45:21,12.61,5142188149920
Aprilchester,2016-02-21 09:13:23,27.07,9577857791760
New Christine,2016-01-15 07:10:13,31.88,5142795097430
Davistown,2016-07-18 16:45:35,12.81,1649572721389
Spencertown,2016-02-16 02:44:41,21.21,5915074013717
Swansonbury,2016-03-09 21:06:53,23.26,0729615057888
Kellershire,2016-08-06 10:39:37,32.55,6350512870856
Nguyenbury,2016-11-22 09:02:03,24.25,1641315974809
Lake Stevenbury,2016-03-01 12:52:27,25.31,1382531803817
Edwardsbury,2016-05-26 23:53:52,5.96,6223284230107
South Louis,2016-01-13 17:48:59,30.92,9725981653946
Maryside,2016-10-16 23:48:41,44.22,2888894308499
Davidtown,2016-06-26 07:05:51,17.1,3814638454640
Port Johnstad,2016-05-13 06:40:11,38.87,3050697074010
Travisville,2016-01-26 11:47:27,13.02,0443583741708
West Brandy,2016-08-05 20:15:20,12.85,1820300455374
South Josephville,2016-08-31 07:56:28,25.22,1289550621166
Davidtown,2016-04-01 17:47:33,38.12,1929836638210
Maryside,2016-08-05 23:36:17,8.01,6870885939832
Davistown,2016-01-15 09:12:38,21.64,3789524706342
Sarabury,2016-11-06 02:23:59,19.48,7305651789766
New Aaron,2016-07-01 02:22:52,4.9,4049248134531
Carrollfort,2016-08-01 22:20:36,37.35,0989081325632
Sandymouth,2016-01-12 22:04:33,43.97,8994132665577
Carrollfort,2016-07-26 19:41:29,32.92,6903544023914
New Jeffrey,2016-02-07 10:10:52,9.87,4457436957709
Pearsonberg,2016-02-13 04:25:37,17.05,2030168398723
Fosterside,2016-04-26 03:40:24,29.14,4621128261430
Maryside,2016-09-22 00:38:26,15.92,5940407190131
West Alexis,2016-01-03 18:29:31,32.37,9180383067300
West Brandy,2016-09-13 16:54:22,18.61,4952084440462
South Josephville,2016-11-28 17:14:35,41.55,6064775765346
Lake Jennaton,2016-01-20 19:07:31,19.67,7668187502057
Eriktown,2016-10-16 03:23:16,14.4,0825760237356
Torresshire,2016-05-17 06:36:14,21.36,1624253598689
Prattfurt,2016-05-08 14:33:32,14.96,6092543649314
Kelseyland,2016-08-01 10:51:49,33.51,6610565660737
Sandymouth,2016-04-16 23:11:25,33.4,1387595438319
South Louis,2016-10-28 15:04:04,21.72,6612504997898
West Peter,2016-02-05 01:21:49,29.48,8798740424195
Alvarezhaven,2016-09-23 21:51:59,17.67,3829336915201
West Brittanyton,2016-07-18 01:47:55,16.44,2170141268732
Mooreview,2016-01-22 05:18:01,36.06,8152638057641
Kelseyland,2016-04-13 12:07:08,6.56,8101498434215
Port Samantha,2016-10-22 12:26:31,24.85,4320163868566
Williamshire,2016-02-03 05:41:35,35.47,3643460209704
South Josephville,2016-09-27 20:23:24,20.31,3107403935056
Torresshire,2016-02-14 01:09:33,40.79,5099391441764
Williamshire,2016-11-06 16:41:32,33.53,0028453889331
Edwardsbury,2016-08-24 22:22:22,27.48,6084447535855
Davidtown,2016-09-20 16:34:29,35.57,3280825720957
South Josephville,2016-04-15 11:37:32,22.03,0863144011031
West Sydneyhaven,2016-03-06 04:14:14,18.89,8000481449567
West Sydneyhaven,2016-12-03 18:22:57,38.06,0373776200357
West Dawnfurt,2016-03-07 11:59:54,25.49,5319657326292
Prattfurt,2016-06-05 02:53:06,32.51,4485460245370
Spencertown,2016-06-07 06:22:35,36.33,8193208226845
Sarabury,2016-09-26 07:30:31,26.71,6310253827816
Swansonbury,2016-10-22 20:56:56,26.51,2510476126220
Swansonbury,2016-07-06 07:38:25,35.5,0745202628811
Carrollfort,2016-04-22 00:17:43,14.59,3301501924527
South Josephville,2016-01-18 13:17:26,30.42,9190841623511
Eriktown,2016-03-05 16:06:42,39.02,2046347791162
Alvarezhaven,2016-05-15 20:43:44,40.04,1806812593131
West Dawnfurt,2016-03-21 03:21:09,32.57,3452586407419
Pearsonberg,2016-07-13 21:51:33,14.31,5208460266164
New Jeffrey,2016-10-28 13:36:03,5.91,7690893049922
West Brittanyton,2016-05-24 01:21:15,29.18,9183748336875
West Dawnfurt,2016-11-04 21:35:31,41.06,2404083563458
Lisatown,2016-06-29 09:06:28,12.37,3113374289814
Pearsonberg,2016-10-27 17:34:21,36.05,2833595277094
West Peter,2016-05-25 00:54:45,26.43,1297019619555
Nguyenbury,2016-01-14 06:31:19,20.0,4202150880679
Sarabury,2016-06-04 20:50:52,14.19,8765571028809
Williamshire,2016-07-12 08:03:53,31.25,0776885433140
Swansonbury,2016-03-31 05:01:54,9.5,1496481228450
Arnoldview,2016-02-06 07:18:53,41.75,9527456322773
South Louis,2016-09-27 15:50:42,21.79,7848885793111
New David,2016-10-28 10:22:12,21.83,2065772669648
Rodriguezburgh,2016-02-11 04:21:35,10.0,2360618585510
Smithhaven,2016-09-09 11:41:44,41.08,7480357033006
Alyssaberg,2016-08-05 08:42:20,13.16,5656075250168
Lisatown,2016-11-23 13:20:10,18.71,8902249223931
Lake Jennaton,2016-07-21 01:45:14,39.53,2728378778106
Port Samantha,2016-03-26 07:09:39,42.89,9401627824368
Port Josephfurt,2016-06-05 22:30:51,22.74,8398784440856
Port Samantha,2016-06-14 23:37:50,43.01,9038897292445
Prattfurt,2016-05-05 16:02:42,31.64,0508856855909
Kelseyland,2016-01-12 22:51:21,20.19,3054122642867
Lake Sarashire,2016-07-12 12:19:47,7.9,7639303009163
West Alexis,2016-06-13 10:29:46,26.06,2558012291568
Antoniomouth,2016-08-02 10:31:27,27.67,9790276620552
Torresshire,2016-03-28 20:33:36,42.68,0388391461533
Russellport,2016-06-20 18:45:26,4.71,5262366583121
West Brittanyton,2016-06-05 13:25:14,24.53,0669151033765
West Dawnfurt,2016-06-14 16:29:26,19.59,7745252866341
West Dawnfurt,2016-06-10 15:02:26,7.81,7732430167369
West Dawnfurt,2016-11-26 13:54:15,8.7,6770337585696
Kimberlychester,2016-04-12 19:30:10,18.58,9085836912926
New David,2016-02-03 11:26:21,42.66,8840189131759
West Oscar,2016-05-27 14:01:31,44.39,3594238170071
Eriktown,2016-03-29 23:56:43,18.37,3663754220468
East Douglas,2016-07-21 23:45:59,26.63,3485524740279
West Peter,2016-07-22 17:22:52,10.58,4872507145388
Yolandafurt,2016-08-12 14:44:37,22.04,9104387314550
Davidtown,2016-10-20 09:56:14,26.56,2101035782102
Stewartview,2016-05-16 17:50:09,30.59,0537026942569
West Brandy,2016-05-23 05:39:01,34.32,7929679917064
Lake Stevenbury,2016-03-04 12:45:38,29.95,6328346818498
Lisatown,2016-09-11 15:56:05,42.66,6047760789718
Port Samantha,2016-09-28 05:42:20,25.0,8140684237773
East Douglas,2016-11-10 16:06:24,17.92,1580306205549
Alyssaberg,2016-10-06 19:07:23,21.13,1130515431712
Kelseyland,2016-05-31 01:05:31,35.22,5946467060438
Rodriguezburgh,2016-02-04 21:02:09,16.11,5860744065476
Arnoldview,2016-06-24 18:59:24,21.61,4138480002842
Lake Jennaton,2016-01-03 10:08:06,20.39,9777733700699
Carrollfort,2016-02-27 05:17:24,43.82,3754646559589
Spencertown,2016-10-06 08:07:19,38.31,2975852913465
South Louis,2016-03-08 21:59:38,43.69,3696319633809
Aprilchester,2016-01-19 19:44:20,9.84,0185182551462
New Maryport,2016-02-17 06:13:54,31.04,8962422059559
Fosterside,2016-04-20 15:20:20,39.01,6372444880697
Port Johnstad,2016-10-22 02:57:11,8.7,4904042415715
Davidtown,2016-05-21 16:42:57,33.58,9181845753779
New Maryport,2016-06-23 16:05:50,34.16,0178390843856
Eriktown,2016-06-30 00:24:21,12.2,5232819611527
West Dawnfurt,2016-02-17 21:34:15,35.98,1354544236180
New David,2016-10-21 09:53:29,6.27,6666901346674
Lisaville,2016-10-21 15:14:48,38.8,3379145811923
Sandymouth,2016-09-22 14:12:19,26.58,7813909933026
Alyssaberg,2016-05-08 02:43:48,28.34,7242043350787
Kelseyland,2016-07-13 16:53:07,10.31,2180910323678
East Erin,2016-11-28 05:38:17,7.32,2431238364745
Travisville,2016-11-11 18:51:10,44.62,4731700066756
Port Samantha,2016-07-24 18:19:05,11.17,5310808411690
East Douglas,2016-06-18 06:57:02,22.04,8704297629259
West Peter,2016-01-10 18:15:58,19.49,3670358093299
New David,2016-05-29 17:14:50,18.57,8605648336454
West Peter,2016-11-19 04:06:26,5.56,6611980309171
Williamshire,2016-08-18 13:36:27,13.57,1681270948385
Sandymouth,2016-09-05 01:04:12,13.46,2697933296341
South Bryanstad,2016-08-24 06:00:34,23.54,7522701329103
Lake Stevenbury,2016-08-01 18:36:40,19.02,4673333130124
South Bryanstad,2016-09-16 04:09:00,14.24,4377323560242
South Bryanstad,2016-02-06 17:12:02,28.84,7819051931484
Wiseborough,2016-08-31 07:06:32,14.63,0338183692591
South Bryanstad,2016-10-31 23:41:31,23.41,3762346619427
East Erin,2016-01-09 00:18:28,44.82,3069621518568
South Bryanstad,2016-05-01 23:07:07,42.69,5016974456403
Port Josephfurt,2016-04-11 12:32:09,30.21,8058945223574
Torresshire,2016-10-25 03:09:23,39.42,0247653474806
Pamelahaven,2016-04-13 17:55:53,27.19,7059493748633
Russellport,2016-09-10 02:46:51,34.13,8520408587214
Wiseborough,2016-11-04 01:13:18,15.13,9044220272305
Lake Stevenbury,2016-01-07 13:52:09,34.78,6280884796433
Kelseyland,2016-01-07 07:15:41,11.45,0600800386573
Nguyenbury,2016-09-25 18:02:52,29.26,0611136524935
East Erin,2016-01-20 08:01:39,9.85,6404538213033
Arnoldview,2016-11-30 04:23:35,30.67,3141063477266
Arnoldview,2016-09-04 07:46:44,41.38,6513640148499
New David,2016-01-30 02:35:38,43.31,4908960239880
Nguyenbury,2016-07-06 23:10:48,43.1,2841412100555
South Roy,2016-06-10 06:56:59,31.69,7407997464120
Port Josephfurt,2016-04-04 20:08:27,12.45,6949613726546
Sandymouth,2016-10-27 09:17:37,30.09,8174499856973
South Roy,2016-04-08 03:51:38,11.09,2130185952936
Maryside,2016-08-14 00:46:52,41.92,5600167388772
Lisatown,2016-01-01 08:51:12,41.61,5613133442743
Smithhaven,2016-04-26 18:48:59,34.89,3867147850175
Pearsonberg,2016-01-22 14:41:34,6.71,3474554706454
South Roy,2016-01-23 12:55:44,38.6,6773263482008
Kimberlychester,2016-08-02 23:10:17,42.21,6309051902955
Lake Jennaton,2016-10-29 12:16:00,42.63,1955422791458
Alyssaberg,2016-02-12 18:57:35,22.64,4887528709778
Eriktown,2016-09-08 08:52:18,25.66,5374271395505
New David,2016-03-05 14:14:07,19.92,7530119591746
Kelseyland,2016-04-09 13:17:27,27.85,5748868894243
New Maryport,2016-10-13 00:53:17,27.72,5224835515774
West Peter,2016-09-16 02:23:23,7.35,1759471715416
Sarabury,2016-01-22 23:12:06,38.4,1176229756048
Jacobfort,2016-05-25 10:21:02,36.1,2594859286466
Zimmermanmouth,2016-05-27 02:07:33,41.16,0388096159087
West Jefferyfurt,2016-06-01 17:40:38,16.21,5328963868761
Kelseyland,2016-06-30 01:59:04,8.27,4384089549855
Lake Jeffreyland,2016-06-24 18:03:23,22.0,2031778082774
Lake Jennaton,2016-01-31 16:46:06,43.01,5879910650040
Lisaville,2016-08-21 09:35:27,28.99,2558994509576
Jacobfort,2016-06-11 06:51:02,16.61,2632232360911
Alyssaberg,2016-07-19 21:09:19,27.76,8760597286776
Sarabury,2016-03-29 19:07:55,20.56,7019491956393
New Andreamouth,2016-02-21 09:17:08,14.71,8984195156310
Rodriguezburgh,2016-08-30 17:34:28,5.95,2219845196542
Prattfurt,2016-01-30 14:38:21,41.58,9514320187392
New Christine,2016-10-26 19:33:26,19.39,6502423153553
Port Samantha,2016-11-05 17:57:14,34.57,7545647566920
Stewartview,2016-02-13 04:06:03,31.08,5158043342740
Aprilchester,2016-08-08 10:15:11,13.05,4879601181007
Williamshire,2016-06-14 18:35:36,30.22,0914677642312
Carrollfort,2016-11-01 11:32:58,6.27,9471184816762
Edwardsbury,2016-08-16 07:09:20,11.34,1985351831994
East Erin,2016-02-28 05:52:41,38.82,4134455897710
Williamshire,2016-03-14 17:49:33,35.4,2122236059534
